race_id,当前显示名,中文名,英文名,等级,赛事类别,地区,场地,赛场,距离,月份,半月,赛季,年龄条件,性别限定,中文来源,英文来源,核对备注
new-turf-2-10-early-nakayama-1400-2,中山草地1400m新马战,中山草地1400m新马战,Nakayama Turf 1400m Newcomer,新马,new,日本,草地,中山,1400,10,1,二岁秋,2岁,,现有中文,按条件赛规则生成,
new-turf-2-10-early-niigata-1000-3,新潟草地1000m新马战,新潟草地1000m新马战,Niigata Turf 1000m Newcomer,新马,new,日本,草地,新潟,1000,10,1,二岁秋,2岁,,现有中文,按条件赛规则生成,
new-turf-2-10-early-tokyo-1000-1,东京草地1000m新马战,东京草地1000m新马战,Tokyo Turf 1000m Newcomer,新马,new,日本,草地,东京,1000,10,1,二岁秋,2岁,,现有中文,按条件赛规则生成,
ireland-trophy,爱尔兰T,爱尔兰锦标,Ireland Trophy,G2,g2,日本,草地,东京,1800,10,1,三岁秋,3岁以上,牝马,自动规范化待核对,由ID自动生成待核对,
kyoto-daishoten,京都大赏典,京都大赏典,Kyoto Daishoten,G2,g2,日本,草地,京都,2400,10,1,三岁秋,3岁以上,,现有中文,由ID自动生成待核对,
mainichi-okan,每日王冠,每日王冠,Mainichi Okan,G2,g2,日本,草地,东京,1800,10,1,三岁秋,3岁以上,,现有中文,由ID自动生成待核对,
saudi-arabia-royal-cup,Saudi Arabia RC,沙特阿拉伯皇家杯,Saudi Arabia RC,G3,g3,日本,草地,东京,1600,10,1,二岁秋,2岁,,自译待核对,现有英文,
japan-dirt-classic,日本泥地经典赛,日本泥地经典赛,Japan Dirt Classic,JpnI,jpn1,日本,泥地,大井,2000,10,1,三岁秋,3岁,,现有中文,由ID自动生成待核对,
mile-championship-nambu-hai,一哩冠军南部杯,一哩冠军南部杯,Mile Championship Nambu Hai,JpnI,jpn1,日本,泥地,盛冈,1600,10,1,三岁秋,3岁以上,,现有中文,由ID自动生成待核对,
ladies-prelude,雌马预赛,雌马预赛,Ladies Prelude,JpnII,jpn2,日本,泥地,大井,1800,10,1,三岁秋,3岁以上,牝马,现有中文,由ID自动生成待核对,
nippon-tv-hai,日本电视杯,日本电视杯,Nippon Tv Hai,JpnII,jpn2,日本,泥地,船桥,1800,10,1,三岁秋,3岁以上,,现有中文,由ID自动生成待核对,
tokyo-hai,东京杯,东京杯,Tokyo Hai,JpnII,jpn2,日本,泥地,大井,1200,10,1,三岁秋,3岁以上,,现有中文,由ID自动生成待核对,
green-channel-cup,グリーンチャンネルC,绿色频道杯,Green Channel Cup,L,op,日本,泥地,东京,1400,10,1,三岁秋,3岁以上,,自译待核对,由ID自动生成待核对,
opal-stakes,オパールS,蛋白石锦标,Opal Stakes,L,op,日本,草地,京都,1200,10,1,三岁秋,3岁以上,,自译待核对,由ID自动生成待核对,
port-island-stakes,ポートアイランドS,港岛锦标,Port Island Stakes,L,op,日本,草地,阪神,1600,10,1,三岁秋,3岁以上,,自译待核对,由ID自动生成待核对,
one-win-dirt-2-10-late-hanshin-1400-6,阪神泥地1400m一胜战,阪神泥地1400m一胜战,Hanshin Dirt 1400m One-Win Class,1胜,one-win,日本,泥地,阪神,1400,10,2,二岁秋,2岁,,现有中文,按条件赛规则生成,
one-win-dirt-2-10-late-kokura-1200-7,小仓泥地1200m一胜战,小仓泥地1200m一胜战,Kokura Dirt 1200m One-Win Class,1胜,one-win,日本,泥地,小仓,1200,10,2,二岁秋,2岁,,现有中文,按条件赛规则生成,
one-win-dirt-2-10-late-kyoto-1600-5,京都泥地1600m一胜战,京都泥地1600m一胜战,Kyoto Dirt 1600m One-Win Class,1胜,one-win,日本,泥地,京都,1600,10,2,二岁秋,2岁,,现有中文,按条件赛规则生成,
one-win-dirt-3-10-late-hanshin-1600-6,阪神泥地1600m一胜战,阪神泥地1600m一胜战,Hanshin Dirt 1600m One-Win Class,1胜,one-win,日本,泥地,阪神,1600,10,2,三岁秋,3岁,,现有中文,按条件赛规则生成,
one-win-dirt-3-10-late-kokura-1800-7,小仓泥地1800m一胜战,小仓泥地1800m一胜战,Kokura Dirt 1800m One-Win Class,1胜,one-win,日本,泥地,小仓,1800,10,2,三岁秋,3岁,,现有中文,按条件赛规则生成,
one-win-dirt-3-10-late-kyoto-1200-5,京都泥地1200m一胜战,京都泥地1200m一胜战,Kyoto Dirt 1200m One-Win Class,1胜,one-win,日本,泥地,京都,1200,10,2,三岁秋,3岁,,现有中文,按条件赛规则生成,
one-win-turf-2-10-late-chukyo-2000-4,中京草地2000m一胜战,中京草地2000m一胜战,Chukyo Turf 2000m One-Win Class,1胜,one-win,日本,草地,中京,2000,10,2,二岁秋,2岁,,现有中文,按条件赛规则生成,
one-win-turf-2-10-late-hanshin-1200-2,阪神草地1200m一胜战,阪神草地1200m一胜战,Hanshin Turf 1200m One-Win Class,1胜,one-win,日本,草地,阪神,1200,10,2,二岁秋,2岁,,现有中文,按条件赛规则生成,
one-win-turf-2-10-late-kokura-1600-3,小仓草地1600m一胜战,小仓草地1600m一胜战,Kokura Turf 1600m One-Win Class,1胜,one-win,日本,草地,小仓,1600,10,2,二岁秋,2岁,,现有中文,按条件赛规则生成,
one-win-turf-2-10-late-kyoto-1800-1,京都草地1800m一胜战,京都草地1800m一胜战,Kyoto Turf 1800m One-Win Class,1胜,one-win,日本,草地,京都,1800,10,2,二岁秋,2岁,,现有中文,按条件赛规则生成,
one-win-turf-3-10-late-chukyo-1200-4,中京草地1200m一胜战,中京草地1200m一胜战,Chukyo Turf 1200m One-Win Class,1胜,one-win,日本,草地,中京,1200,10,2,三岁秋,3岁,,现有中文,按条件赛规则生成,
one-win-turf-3-10-late-hanshin-1800-2,阪神草地1800m一胜战,阪神草地1800m一胜战,Hanshin Turf 1800m One-Win Class,1胜,one-win,日本,草地,阪神,1800,10,2,三岁秋,3岁,,现有中文,按条件赛规则生成,
one-win-turf-3-10-late-kokura-2200-3,小仓草地2200m一胜战,小仓草地2200m一胜战,Kokura Turf 2200m One-Win Class,1胜,one-win,日本,草地,小仓,2200,10,2,三岁秋,3岁,,现有中文,按条件赛规则生成,
one-win-turf-3-10-late-kyoto-1400-1,京都草地1400m一胜战,京都草地1400m一胜战,Kyoto Turf 1400m One-Win Class,1胜,one-win,日本,草地,京都,1400,10,2,三岁秋,3岁,,现有中文,按条件赛规则生成,
two-win-dirt-3-10-late-chukyo-1800-6,中京泥地1800m二胜战,中京泥地1800m二胜战,Chukyo Dirt 1800m Two-Win Class,2胜,two-win,日本,泥地,中京,1800,10,2,三岁秋,3岁,,现有中文,按条件赛规则生成,
two-win-dirt-3-10-late-hanshin-1600-5,阪神泥地1600m二胜战,阪神泥地1600m二胜战,Hanshin Dirt 1600m Two-Win Class,2胜,two-win,日本,泥地,阪神,1600,10,2,三岁秋,3岁,,现有中文,按条件赛规则生成,
two-win-dirt-3-10-late-kyoto-1200-4,京都泥地1200m二胜战,京都泥地1200m二胜战,Kyoto Dirt 1200m Two-Win Class,2胜,two-win,日本,泥地,京都,1200,10,2,三岁秋,3岁,,现有中文,按条件赛规则生成,
two-win-dirt-4-10-late-chukyo-1900-6,中京泥地1900m二胜战,中京泥地1900m二胜战,Chukyo Dirt 1900m Two-Win Class,2胜,two-win,日本,泥地,中京,1900,10,2,四岁秋,4岁,,现有中文,按条件赛规则生成,
two-win-dirt-4-10-late-hanshin-1700-5,阪神泥地1700m二胜战,阪神泥地1700m二胜战,Hanshin Dirt 1700m Two-Win Class,2胜,two-win,日本,泥地,阪神,1700,10,2,四岁秋,4岁,,现有中文,按条件赛规则生成,
two-win-dirt-4-10-late-kyoto-1400-4,京都泥地1400m二胜战,京都泥地1400m二胜战,Kyoto Dirt 1400m Two-Win Class,2胜,two-win,日本,泥地,京都,1400,10,2,四岁秋,4岁,,现有中文,按条件赛规则生成,
two-win-dirt-5-10-late-chukyo-1200-6,中京泥地1200m二胜战,中京泥地1200m二胜战,Chukyo Dirt 1200m Two-Win Class,2胜,two-win,日本,泥地,中京,1200,10,2,五岁秋,5岁,,现有中文,按条件赛规则生成,
two-win-dirt-5-10-late-hanshin-1800-5,阪神泥地1800m二胜战,阪神泥地1800m二胜战,Hanshin Dirt 1800m Two-Win Class,2胜,two-win,日本,泥地,阪神,1800,10,2,五岁秋,5岁,,现有中文,按条件赛规则生成,
two-win-dirt-5-10-late-kyoto-1600-4,京都泥地1600m二胜战,京都泥地1600m二胜战,Kyoto Dirt 1600m Two-Win Class,2胜,two-win,日本,泥地,京都,1600,10,2,五岁秋,5岁,,现有中文,按条件赛规则生成,
two-win-turf-3-10-late-hanshin-1800-2,阪神草地1800m二胜战,阪神草地1800m二胜战,Hanshin Turf 1800m Two-Win Class,2胜,two-win,日本,草地,阪神,1800,10,2,三岁秋,3岁,,现有中文,按条件赛规则生成,
two-win-turf-3-10-late-kokura-2400-3,小仓草地2400m二胜战,小仓草地2400m二胜战,Kokura Turf 2400m Two-Win Class,2胜,two-win,日本,草地,小仓,2400,10,2,三岁秋,3岁,,现有中文,按条件赛规则生成,
two-win-turf-3-10-late-kyoto-1400-1,京都草地1400m二胜战,京都草地1400m二胜战,Kyoto Turf 1400m Two-Win Class,2胜,two-win,日本,草地,京都,1400,10,2,三岁秋,3岁,,现有中文,按条件赛规则生成,
two-win-turf-4-10-late-hanshin-1600-2,阪神草地1600m二胜战,阪神草地1600m二胜战,Hanshin Turf 1600m Two-Win Class,2胜,two-win,日本,草地,阪神,1600,10,2,四岁秋,4岁,,现有中文,按条件赛规则生成,
two-win-turf-4-10-late-kokura-2200-3,小仓草地2200m二胜战,小仓草地2200m二胜战,Kokura Turf 2200m Two-Win Class,2胜,two-win,日本,草地,小仓,2200,10,2,四岁秋,4岁,,现有中文,按条件赛规则生成,
two-win-turf-4-10-late-kyoto-1200-1,京都草地1200m二胜战,京都草地1200m二胜战,Kyoto Turf 1200m Two-Win Class,2胜,two-win,日本,草地,京都,1200,10,2,四岁秋,4岁,,现有中文,按条件赛规则生成,
two-win-turf-5-10-late-hanshin-1400-2,阪神草地1400m二胜战,阪神草地1400m二胜战,Hanshin Turf 1400m Two-Win Class,2胜,two-win,日本,草地,阪神,1400,10,2,五岁秋,5岁,,现有中文,按条件赛规则生成,
two-win-turf-5-10-late-kokura-2000-3,小仓草地2000m二胜战,小仓草地2000m二胜战,Kokura Turf 2000m Two-Win Class,2胜,two-win,日本,草地,小仓,2000,10,2,五岁秋,5岁,,现有中文,按条件赛规则生成,
two-win-turf-5-10-late-kyoto-2400-1,京都草地2400m二胜战,京都草地2400m二胜战,Kyoto Turf 2400m Two-Win Class,2胜,two-win,日本,草地,京都,2400,10,2,五岁秋,5岁,,现有中文,按条件赛规则生成,
three-win-dirt-3-10-late-chukyo-2100-4,中京泥地2100m三胜战,中京泥地2100m三胜战,Chukyo Dirt 2100m Three-Win Class,3胜,three-win,日本,泥地,中京,2100,10,2,三岁秋,3岁,,现有中文,按条件赛规则生成,
three-win-dirt-3-10-late-hanshin-1700-3,阪神泥地1700m三胜战,阪神泥地1700m三胜战,Hanshin Dirt 1700m Three-Win Class,3胜,three-win,日本,泥地,阪神,1700,10,2,三岁秋,3岁,,现有中文,按条件赛规则生成,
three-win-dirt-4-10-late-chukyo-1900-4,中京泥地1900m三胜战,中京泥地1900m三胜战,Chukyo Dirt 1900m Three-Win Class,3胜,three-win,日本,泥地,中京,1900,10,2,四岁秋,4岁,,现有中文,按条件赛规则生成,
three-win-dirt-4-10-late-hanshin-1600-3,阪神泥地1600m三胜战,阪神泥地1600m三胜战,Hanshin Dirt 1600m Three-Win Class,3胜,three-win,日本,泥地,阪神,1600,10,2,四岁秋,4岁,,现有中文,按条件赛规则生成,
three-win-dirt-5-10-late-chukyo-1800-4,中京泥地1800m三胜战,中京泥地1800m三胜战,Chukyo Dirt 1800m Three-Win Class,3胜,three-win,日本,泥地,中京,1800,10,2,五岁秋,5岁,,现有中文,按条件赛规则生成,
three-win-dirt-5-10-late-hanshin-1400-3,阪神泥地1400m三胜战,阪神泥地1400m三胜战,Hanshin Dirt 1400m Three-Win Class,3胜,three-win,日本,泥地,阪神,1400,10,2,五岁秋,5岁,,现有中文,按条件赛规则生成,
three-win-turf-3-10-late-kokura-2200-2,小仓草地2200m三胜战,小仓草地2200m三胜战,Kokura Turf 2200m Three-Win Class,3胜,three-win,日本,草地,小仓,2200,10,2,三岁秋,3岁,,现有中文,按条件赛规则生成,
three-win-turf-3-10-late-kyoto-1600-1,京都草地1600m三胜战,京都草地1600m三胜战,Kyoto Turf 1600m Three-Win Class,3胜,three-win,日本,草地,京都,1600,10,2,三岁秋,3岁,,现有中文,按条件赛规则生成,
three-win-turf-4-10-late-kokura-2000-2,小仓草地2000m三胜战,小仓草地2000m三胜战,Kokura Turf 2000m Three-Win Class,3胜,three-win,日本,草地,小仓,2000,10,2,四岁秋,4岁,,现有中文,按条件赛规则生成,
three-win-turf-4-10-late-kyoto-1400-1,京都草地1400m三胜战,京都草地1400m三胜战,Kyoto Turf 1400m Three-Win Class,3胜,three-win,日本,草地,京都,1400,10,2,四岁秋,4岁,,现有中文,按条件赛规则生成,
three-win-turf-5-10-late-kokura-1800-2,小仓草地1800m三胜战,小仓草地1800m三胜战,Kokura Turf 1800m Three-Win Class,3胜,three-win,日本,草地,小仓,1800,10,2,五岁秋,5岁,,现有中文,按条件赛规则生成,
three-win-turf-5-10-late-kyoto-1200-1,京都草地1200m三胜战,京都草地1200m三胜战,Kyoto Turf 1200m Three-Win Class,3胜,three-win,日本,草地,京都,1200,10,2,五岁秋,5岁,,现有中文,按条件赛规则生成,
maiden-dirt-2-10-late-chukyo-1400-2,中京泥地1400m未胜利战,中京泥地1400m未胜利战,Chukyo Dirt 1400m Maiden,未胜利,maiden,日本,泥地,中京,1400,10,2,二岁秋,2岁,,现有中文,按条件赛规则生成,
maiden-dirt-2-10-late-kokura-1200-1,小仓泥地1200m未胜利战,小仓泥地1200m未胜利战,Kokura Dirt 1200m Maiden,未胜利,maiden,日本,泥地,小仓,1200,10,2,二岁秋,2岁,,现有中文,按条件赛规则生成,
maiden-turf-2-10-late-chukyo-1400-4,中京草地1400m未胜利战,中京草地1400m未胜利战,Chukyo Turf 1400m Maiden,未胜利,maiden,日本,草地,中京,1400,10,2,二岁秋,2岁,,现有中文,按条件赛规则生成,
maiden-turf-2-10-late-hanshin-1600-2,阪神草地1600m未胜利战,阪神草地1600m未胜利战,Hanshin Turf 1600m Maiden,未胜利,maiden,日本,草地,阪神,1600,10,2,二岁秋,2岁,,现有中文,按条件赛规则生成,
maiden-turf-2-10-late-kokura-1200-3,小仓草地1200m未胜利战,小仓草地1200m未胜利战,Kokura Turf 1200m Maiden,未胜利,maiden,日本,草地,小仓,1200,10,2,二岁秋,2岁,,现有中文,按条件赛规则生成,
maiden-turf-2-10-late-kyoto-1200-1,京都草地1200m未胜利战,京都草地1200m未胜利战,Kyoto Turf 1200m Maiden,未胜利,maiden,日本,草地,京都,1200,10,2,二岁秋,2岁,,现有中文,按条件赛规则生成,
new-dirt-2-10-late-chukyo-1400-2,中京泥地1400m新马战,中京泥地1400m新马战,Chukyo Dirt 1400m Newcomer,新马,new,日本,泥地,中京,1400,10,2,二岁秋,2岁,,现有中文,按条件赛规则生成,
new-dirt-2-10-late-kokura-1200-1,小仓泥地1200m新马战,小仓泥地1200m新马战,Kokura Dirt 1200m Newcomer,新马,new,日本,泥地,小仓,1200,10,2,二岁秋,2岁,,现有中文,按条件赛规则生成,
new-turf-2-10-late-chukyo-1400-4,中京草地1400m新马战,中京草地1400m新马战,Chukyo Turf 1400m Newcomer,新马,new,日本,草地,中京,1400,10,2,二岁秋,2岁,,现有中文,按条件赛规则生成,
new-turf-2-10-late-hanshin-1600-2,阪神草地1600m新马战,阪神草地1600m新马战,Hanshin Turf 1600m Newcomer,新马,new,日本,草地,阪神,1600,10,2,二岁秋,2岁,,现有中文,按条件赛规则生成,
new-turf-2-10-late-kokura-1200-3,小仓草地1200m新马战,小仓草地1200m新马战,Kokura Turf 1200m Newcomer,新马,new,日本,草地,小仓,1200,10,2,二岁秋,2岁,,现有中文,按条件赛规则生成,
new-turf-2-10-late-kyoto-1200-1,京都草地1200m新马战,京都草地1200m新马战,Kyoto Turf 1200m Newcomer,新马,new,日本,草地,京都,1200,10,2,二岁秋,2岁,,现有中文,按条件赛规则生成,
kikka-sho,菊花赏,菊花赏,Kikka Sho,G1,g1,日本,草地,京都,3000,10,2,三岁秋,3岁,,现有中文,自译/规范名待核对,
shuka-sho,秋华赏,秋华赏,Shuka Sho,G1,g1,日本,草地,京都,2000,10,2,三岁秋,3岁,牝马,现有中文,由ID自动生成待核对,
tenno-sho-aki,天皇赏秋,天皇赏秋,Tenno Sho (Autumn),G1,g1,日本,草地,东京,2000,10,2,三岁秋,3岁以上,,现有中文,自译/规范名待核对,
fuji-stakes,富士S,富士锦标,Fuji Stakes,G2,g2,日本,草地,东京,1600,10,2,三岁秋,3岁以上,,自动规范化待核对,由ID自动生成待核对,
swan-stakes,天鹅S,天鹅锦标,Swan Stakes,G2,g2,日本,草地,京都,1400,10,2,三岁秋,3岁以上,,自动规范化待核对,由ID自动生成待核对,
artemis-stakes,Artemis S,阿尔忒弥斯锦标,Artemis S,G3,g3,日本,草地,东京,1600,10,2,二岁秋,2岁,牝马,自译待核对,现有英文,
edelweiss-sho,雪绒花赏,雪绒花赏,Edelweiss Sho,JpnIII,jpn3,日本,泥地,门别,1200,10,2,二岁秋,2岁,牝马,现有中文,由ID自动生成待核对,
brazil-cup,ブラジルC,巴西杯,Brazil Cup,L,op,日本,泥地,东京,2100,10,2,三岁秋,3岁以上,,自译待核对,由ID自动生成待核对,
hagi-stakes,萩S,萩锦标,Hagi Stakes,L,op,日本,草地,京都,1800,10,2,二岁秋,2岁,,自动规范化待核对,由ID自动生成待核对,
ivy-stakes,アイビーS,常春藤锦标,Ivy Stakes,L,op,日本,草地,东京,1800,10,2,二岁秋,2岁,,自译待核对,由ID自动生成待核对,
lumiere-autumn-dash,ルミエールAD,光明秋季短途赛,Lumiere Autumn Dash,L,op,日本,草地,新潟,1000,10,2,三岁秋,3岁以上,,自译待核对,由ID自动生成待核对,
october-stakes,オクトーバーS,十月锦标,October Stakes,L,op,日本,草地,东京,2000,10,2,三岁秋,3岁以上,,自译待核对,由ID自动生成待核对,
shinetsu-stakes,信越S,信越锦标,Shinetsu Stakes,L,op,日本,草地,新潟,1400,10,2,三岁秋,3岁以上,,自动规范化待核对,由ID自动生成待核对,
one-win-dirt-2-11-early-fukushima-1600-7,福岛泥地1600m一胜战,福岛泥地1600m一胜战,Fukushima Dirt 1600m One-Win Class,1胜,one-win,日本,泥地,福岛,1600,11,1,二岁秋,2岁,,现有中文,按条件赛规则生成,
one-win-dirt-2-11-early-nakayama-1200-6,中山泥地1200m一胜战,中山泥地1200m一胜战,Nakayama Dirt 1200m One-Win Class,1胜,one-win,日本,泥地,中山,1200,11,1,二岁秋,2岁,,现有中文,按条件赛规则生成,
one-win-dirt-2-11-early-tokyo-1400-5,东京泥地1400m一胜战,东京泥地1400m一胜战,Tokyo Dirt 1400m One-Win Class,1胜,one-win,日本,泥地,东京,1400,11,1,二岁秋,2岁,,现有中文,按条件赛规则生成,
one-win-dirt-3-11-early-fukushima-1200-7,福岛泥地1200m一胜战,福岛泥地1200m一胜战,Fukushima Dirt 1200m One-Win Class,1胜,one-win,日本,泥地,福岛,1200,11,1,三岁秋,3岁,,现有中文,按条件赛规则生成,
one-win-dirt-3-11-early-nakayama-1800-6,中山泥地1800m一胜战,中山泥地1800m一胜战,Nakayama Dirt 1800m One-Win Class,1胜,one-win,日本,泥地,中山,1800,11,1,三岁秋,3岁,,现有中文,按条件赛规则生成,
one-win-dirt-3-11-early-tokyo-1600-5,东京泥地1600m一胜战,东京泥地1600m一胜战,Tokyo Dirt 1600m One-Win Class,1胜,one-win,日本,泥地,东京,1600,11,1,三岁秋,3岁,,现有中文,按条件赛规则生成,
one-win-turf-2-11-early-chukyo-1400-4,中京草地1400m一胜战,中京草地1400m一胜战,Chukyo Turf 1400m One-Win Class,1胜,one-win,日本,草地,中京,1400,11,1,二岁秋,2岁,,现有中文,按条件赛规则生成,
one-win-turf-2-11-early-fukushima-2000-3,福岛草地2000m一胜战,福岛草地2000m一胜战,Fukushima Turf 2000m One-Win Class,1胜,one-win,日本,草地,福岛,2000,11,1,二岁秋,2岁,,现有中文,按条件赛规则生成,
one-win-turf-2-11-early-nakayama-1600-2,中山草地1600m一胜战,中山草地1600m一胜战,Nakayama Turf 1600m One-Win Class,1胜,one-win,日本,草地,中山,1600,11,1,二岁秋,2岁,,现有中文,按条件赛规则生成,
one-win-turf-2-11-early-tokyo-1200-1,东京草地1200m一胜战,东京草地1200m一胜战,Tokyo Turf 1200m One-Win Class,1胜,one-win,日本,草地,东京,1200,11,1,二岁秋,2岁,,现有中文,按条件赛规则生成,
one-win-turf-3-11-early-chukyo-1600-4,中京草地1600m一胜战,中京草地1600m一胜战,Chukyo Turf 1600m One-Win Class,1胜,one-win,日本,草地,中京,1600,11,1,三岁秋,3岁,,现有中文,按条件赛规则生成,
one-win-turf-3-11-early-fukushima-1200-3,福岛草地1200m一胜战,福岛草地1200m一胜战,Fukushima Turf 1200m One-Win Class,1胜,one-win,日本,草地,福岛,1200,11,1,三岁秋,3岁,,现有中文,按条件赛规则生成,
one-win-turf-3-11-early-nakayama-2200-2,中山草地2200m一胜战,中山草地2200m一胜战,Nakayama Turf 2200m One-Win Class,1胜,one-win,日本,草地,中山,2200,11,1,三岁秋,3岁,,现有中文,按条件赛规则生成,
one-win-turf-3-11-early-tokyo-1800-1,东京草地1800m一胜战,东京草地1800m一胜战,Tokyo Turf 1800m One-Win Class,1胜,one-win,日本,草地,东京,1800,11,1,三岁秋,3岁,,现有中文,按条件赛规则生成,
two-win-dirt-3-11-early-chukyo-1200-6,中京泥地1200m二胜战,中京泥地1200m二胜战,Chukyo Dirt 1200m Two-Win Class,2胜,two-win,日本,泥地,中京,1200,11,1,三岁秋,3岁,,现有中文,按条件赛规则生成,
two-win-dirt-3-11-early-nakayama-1800-5,中山泥地1800m二胜战,中山泥地1800m二胜战,Nakayama Dirt 1800m Two-Win Class,2胜,two-win,日本,泥地,中山,1800,11,1,三岁秋,3岁,,现有中文,按条件赛规则生成,
two-win-dirt-3-11-early-tokyo-1600-4,东京泥地1600m二胜战,东京泥地1600m二胜战,Tokyo Dirt 1600m Two-Win Class,2胜,two-win,日本,泥地,东京,1600,11,1,三岁秋,3岁,,现有中文,按条件赛规则生成,
two-win-dirt-4-11-early-chukyo-1400-6,中京泥地1400m二胜战,中京泥地1400m二胜战,Chukyo Dirt 1400m Two-Win Class,2胜,two-win,日本,泥地,中京,1400,11,1,四岁秋,4岁,,现有中文,按条件赛规则生成,
two-win-dirt-4-11-early-nakayama-1900-5,中山泥地1900m二胜战,中山泥地1900m二胜战,Nakayama Dirt 1900m Two-Win Class,2胜,two-win,日本,泥地,中山,1900,11,1,四岁秋,4岁,,现有中文,按条件赛规则生成,
two-win-dirt-4-11-early-tokyo-1700-4,东京泥地1700m二胜战,东京泥地1700m二胜战,Tokyo Dirt 1700m Two-Win Class,2胜,two-win,日本,泥地,东京,1700,11,1,四岁秋,4岁,,现有中文,按条件赛规则生成,
two-win-dirt-5-11-early-chukyo-1600-6,中京泥地1600m二胜战,中京泥地1600m二胜战,Chukyo Dirt 1600m Two-Win Class,2胜,two-win,日本,泥地,中京,1600,11,1,五岁秋,5岁,,现有中文,按条件赛规则生成,
two-win-dirt-5-11-early-nakayama-1200-5,中山泥地1200m二胜战,中山泥地1200m二胜战,Nakayama Dirt 1200m Two-Win Class,2胜,two-win,日本,泥地,中山,1200,11,1,五岁秋,5岁,,现有中文,按条件赛规则生成,
two-win-dirt-5-11-early-tokyo-1800-4,东京泥地1800m二胜战,东京泥地1800m二胜战,Tokyo Dirt 1800m Two-Win Class,2胜,two-win,日本,泥地,东京,1800,11,1,五岁秋,5岁,,现有中文,按条件赛规则生成,
two-win-turf-3-11-early-fukushima-1400-3,福岛草地1400m二胜战,福岛草地1400m二胜战,Fukushima Turf 1400m Two-Win Class,2胜,two-win,日本,草地,福岛,1400,11,1,三岁秋,3岁,,现有中文,按条件赛规则生成,
two-win-turf-3-11-early-nakayama-2200-2,中山草地2200m二胜战,中山草地2200m二胜战,Nakayama Turf 2200m Two-Win Class,2胜,two-win,日本,草地,中山,2200,11,1,三岁秋,3岁,,现有中文,按条件赛规则生成,
two-win-turf-3-11-early-tokyo-1800-1,东京草地1800m二胜战,东京草地1800m二胜战,Tokyo Turf 1800m Two-Win Class,2胜,two-win,日本,草地,东京,1800,11,1,三岁秋,3岁,,现有中文,按条件赛规则生成,
two-win-turf-4-11-early-fukushima-1200-3,福岛草地1200m二胜战,福岛草地1200m二胜战,Fukushima Turf 1200m Two-Win Class,2胜,two-win,日本,草地,福岛,1200,11,1,四岁秋,4岁,,现有中文,按条件赛规则生成,
two-win-turf-4-11-early-nakayama-2000-2,中山草地2000m二胜战,中山草地2000m二胜战,Nakayama Turf 2000m Two-Win Class,2胜,two-win,日本,草地,中山,2000,11,1,四岁秋,4岁,,现有中文,按条件赛规则生成,
two-win-turf-4-11-early-tokyo-1600-1,东京草地1600m二胜战,东京草地1600m二胜战,Tokyo Turf 1600m Two-Win Class,2胜,two-win,日本,草地,东京,1600,11,1,四岁秋,4岁,,现有中文,按条件赛规则生成,
two-win-turf-5-11-early-fukushima-2400-3,福岛草地2400m二胜战,福岛草地2400m二胜战,Fukushima Turf 2400m Two-Win Class,2胜,two-win,日本,草地,福岛,2400,11,1,五岁秋,5岁,,现有中文,按条件赛规则生成,
two-win-turf-5-11-early-nakayama-1800-2,中山草地1800m二胜战,中山草地1800m二胜战,Nakayama Turf 1800m Two-Win Class,2胜,two-win,日本,草地,中山,1800,11,1,五岁秋,5岁,,现有中文,按条件赛规则生成,
two-win-turf-5-11-early-tokyo-1400-1,东京草地1400m二胜战,东京草地1400m二胜战,Tokyo Turf 1400m Two-Win Class,2胜,two-win,日本,草地,东京,1400,11,1,五岁秋,5岁,,现有中文,按条件赛规则生成,
three-win-dirt-3-11-early-chukyo-1200-4,中京泥地1200m三胜战,中京泥地1200m三胜战,Chukyo Dirt 1200m Three-Win Class,3胜,three-win,日本,泥地,中京,1200,11,1,三岁秋,3岁,,现有中文,按条件赛规则生成,
three-win-dirt-3-11-early-nakayama-1700-3,中山泥地1700m三胜战,中山泥地1700m三胜战,Nakayama Dirt 1700m Three-Win Class,3胜,three-win,日本,泥地,中山,1700,11,1,三岁秋,3岁,,现有中文,按条件赛规则生成,
three-win-dirt-4-11-early-chukyo-1400-4,中京泥地1400m三胜战,中京泥地1400m三胜战,Chukyo Dirt 1400m Three-Win Class,3胜,three-win,日本,泥地,中京,1400,11,1,四岁秋,4岁,,现有中文,按条件赛规则生成,
three-win-dirt-4-11-early-nakayama-1800-3,中山泥地1800m三胜战,中山泥地1800m三胜战,Nakayama Dirt 1800m Three-Win Class,3胜,three-win,日本,泥地,中山,1800,11,1,四岁秋,4岁,,现有中文,按条件赛规则生成,
three-win-dirt-5-11-early-chukyo-1600-4,中京泥地1600m三胜战,中京泥地1600m三胜战,Chukyo Dirt 1600m Three-Win Class,3胜,three-win,日本,泥地,中京,1600,11,1,五岁秋,5岁,,现有中文,按条件赛规则生成,
three-win-dirt-5-11-early-nakayama-1900-3,中山泥地1900m三胜战,中山泥地1900m三胜战,Nakayama Dirt 1900m Three-Win Class,3胜,three-win,日本,泥地,中山,1900,11,1,五岁秋,5岁,,现有中文,按条件赛规则生成,
